Order ID,Order Date,Ship Date,Region,Category,Sub-Category,Segment,Sales,Profit,Quantity,Discount
CA-100536,2023-06-21,2023-06-23,West,Office Supplies,Pens,Consumer,86.21,-15.51,2,0.07
CA-100537,2023-06-22,2023-06-25,West,Furniture,Chairs,Home Office,84.83,20.78,6,0.3
CA-100538,2023-06-23,2023-06-26,East,Furniture,Furnishings,Home Office,951.91,281.75,4,0.12
CA-100539,2023-06-24,2023-06-27,East,Office Supplies,Envelopes,Consumer,304.32,-16.12,6,0.22
CA-100540,2023-06-25,2023-06-28,East,Furniture,Bookcases,Home Office,101.15,-9.59,2,0.21
CA-100541,2023-06-26,2023-06-29,West,Office Supplies,Envelopes,Home Office,603.05,110.17,4,0.06
CA-100542,2023-06-27,2023-07-01,West,Technology,Accessories,Corporate,627.41,-46.11,6,0.07
CA-100543,2023-06-28,2023-06-30,South,Technology,Machines,Corporate,652.02,151.78,5,0.08
CA-100544,2023-06-29,2023-07-03,Central,Technology,Accessories,Consumer,274.73,-40.82,3,0.12
CA-100545,2023-06-30,2023-07-03,East,Office Supplies,Binders,Consumer,24.96,-3.42,8,0.07
CA-100546,2023-07-01,2023-07-03,West,Technology,Accessories,Consumer,965.37,279.55,7,0.01
CA-100547,2023-07-02,2023-07-05,West,Furniture,Tables,Corporate,258.38,35.38,3,0.26
CA-100548,2023-07-03,2023-07-05,East,Technology,Phones,Consumer,679.27,151.78,6,0.29
CA-100549,2023-07-04,2023-07-08,Central,Technology,Machines,Consumer,709.56,-26.85,4,0.1
CA-100550,2023-07-05,2023-07-07,East,Technology,Accessories,Consumer,613.91,84.87,5,0.1
CA-100551,2023-07-06,2023-07-08,Central,Furniture,Furnishings,Corporate,319.78,31.06,5,0.0
CA-100552,2023-07-07,2023-07-09,West,Office Supplies,Binders,Home Office,278.39,28.28,7,0.2
CA-100553,2023-07-08,2023-07-10,Central,Furniture,Bookcases,Consumer,601.69,85.0,5,0.25
CA-100554,2023-07-09,2023-07-11,South,Office Supplies,Envelopes,Home Office,867.43,76.06,3,0.04
CA-100555,2023-07-10,2023-07-13,West,Office Supplies,Envelopes,Consumer,947.27,13.76,5,0.05
CA-100556,2023-07-11,2023-07-13,South,Technology,Copiers,Home Office,114.85,-7.13,7,0.24
CA-100557,2023-07-12,2023-07-14,East,Office Supplies,Pens,Corporate,163.28,30.09,5,0.18
CA-100558,2023-07-13,2023-07-17,East,Furniture,Chairs,Corporate,945.29,-82.11,5,0.01
CA-100559,2023-07-14,2023-07-16,East,Furniture,Furnishings,Consumer,739.17,108.05,9,0.19
CA-100560,2023-07-15,2023-07-19,Central,Office Supplies,Envelopes,Home Office,884.16,-73.68,3,0.09
CA-100561,2023-07-16,2023-07-19,West,Technology,Phones,Corporate,210.61,23.73,6,0.11
CA-100562,2023-07-17,2023-07-19,East,Technology,Machines,Consumer,591.71,102.68,1,0.23
CA-100563,2023-07-18,2023-07-22,East,Furniture,Tables,Consumer,704.13,-63.82,5,0.24
CA-100564,2023-07-19,2023-07-23,West,Technology,Accessories,Corporate,683.31,-116.18,8,0.12
CA-100565,2023-07-20,2023-07-23,East,Office Supplies,Paper,Corporate,414.07,-55.7,5,0.28
CA-100566,2023-07-21,2023-07-23,South,Office Supplies,Envelopes,Consumer,25.24,2.6,9,0.12
CA-100567,2023-07-22,2023-07-24,West,Furniture,Tables,Home Office,587.1,131.93,6,0.23
CA-100568,2023-07-23,2023-07-27,West,Office Supplies,Paper,Home Office,260.57,-46.25,8,0.15
CA-100569,2023-07-24,2023-07-26,West,Furniture,Chairs,Home Office,455.75,76.14,8,0.27
CA-100570,2023-07-25,2023-07-29,South,Office Supplies,Binders,Consumer,958.01,-28.11,3,0.27
CA-100571,2023-07-26,2023-07-28,West,Furniture,Bookcases,Corporate,405.04,15.9,7,0.03
CA-100572,2023-07-27,2023-07-31,South,Technology,Copiers,Consumer,841.4,222.49,7,0.28
CA-100573,2023-07-28,2023-07-30,West,Office Supplies,Pens,Corporate,196.66,-6.69,6,0.25
CA-100574,2023-07-29,2023-08-01,Central,Office Supplies,Pens,Home Office,675.74,22.08,7,0.24
CA-100575,2023-07-30,2023-08-01,East,Furniture,Chairs,Home Office,977.24,-188.76,2,0.06
CA-100576,2023-07-31,2023-08-02,Central,Furniture,Chairs,Corporate,110.87,-17.65,9,0.24
CA-100577,2023-08-01,2023-08-04,East,Office Supplies,Binders,Corporate,18.24,-1.29,1,0.26
CA-100578,2023-08-02,2023-08-04,South,Furniture,Tables,Consumer,439.25,-81.73,1,0.09
CA-100579,2023-08-03,2023-08-06,Central,Office Supplies,Paper,Home Office,101.7,11.77,3,0.29
CA-100580,2023-08-04,2023-08-06,West,Technology,Copiers,Consumer,750.9,9.91,3,0.01
CA-100581,2023-08-05,2023-08-09,East,Furniture,Tables,Consumer,915.4,67.81,1,0.04
CA-100582,2023-08-06,2023-08-10,East,Office Supplies,Envelopes,Consumer,439.68,-49.54,7,0.16
CA-100583,2023-08-07,2023-08-09,Central,Technology,Phones,Home Office,266.12,-13.85,4,0.17
CA-100584,2023-08-08,2023-08-10,South,Technology,Copiers,Consumer,440.06,58.05,2,0.19
CA-100585,2023-08-09,2023-08-11,Central,Office Supplies,Pens,Consumer,726.21,205.26,5,0.01
CA-100586,2023-08-10,2023-08-14,South,Furniture,Furnishings,Consumer,18.96,-3.31,6,0.29
CA-100587,2023-08-11,2023-08-13,South,Office Supplies,Paper,Consumer,593.56,145.54,9,0.01
CA-100588,2023-08-12,2023-08-16,East,Technology,Copiers,Consumer,617.16,54.58,4,0.04
CA-100589,2023-08-13,2023-08-16,Central,Office Supplies,Paper,Consumer,641.31,52.56,2,0.0
CA-100590,2023-08-14,2023-08-18,Central,Furniture,Tables,Home Office,249.6,12.51,5,0.17
CA-100591,2023-08-15,2023-08-19,South,Technology,Machines,Consumer,716.91,-118.51,3,0.28
CA-100592,2023-08-16,2023-08-19,Central,Office Supplies,Pens,Corporate,100.48,-15.58,2,0.2
CA-100593,2023-08-17,2023-08-21,West,Furniture,Tables,Consumer,207.28,20.82,1,0.25
CA-100594,2023-08-18,2023-08-20,West,Technology,Accessories,Consumer,878.7,-25.94,2,0.0
CA-100595,2023-08-19,2023-08-21,Central,Furniture,Furnishings,Home Office,741.34,191.74,6,0.16
CA-100596,2023-08-20,2023-08-24,Central,Technology,Machines,Home Office,23.61,0.08,8,0.14
CA-100597,2023-08-21,2023-08-23,South,Office Supplies,Paper,Corporate,255.89,-32.85,3,0.15
CA-100598,2023-08-22,2023-08-26,West,Furniture,Furnishings,Corporate,222.26,34.97,9,0.02
CA-100599,2023-08-23,2023-08-25,West,Technology,Accessories,Home Office,278.1,-14.83,9,0.21
CA-100600,2023-08-24,2023-08-26,East,Furniture,Bookcases,Home Office,255.08,16.0,2,0.15
CA-100601,2023-08-25,2023-08-29,South,Furniture,Chairs,Consumer,71.9,10.71,8,0.23
CA-100602,2023-08-26,2023-08-28,East,Office Supplies,Envelopes,Home Office,464.35,116.15,5,0.15
CA-100603,2023-08-27,2023-08-31,West,Furniture,Chairs,Corporate,735.41,144.21,4,0.04
CA-100604,2023-08-28,2023-08-30,South,Technology,Accessories,Consumer,610.66,84.38,5,0.19
CA-100605,2023-08-29,2023-08-31,Central,Technology,Accessories,Corporate,676.14,94.54,4,0.05
CA-100606,2023-08-30,2023-09-02,South,Technology,Accessories,Consumer,90.34,24.66,8,0.26
CA-100607,2023-08-31,2023-09-03,Central,Technology,Phones,Home Office,951.98,-49.59,4,0.18
CA-100608,2023-09-01,2023-09-05,Central,Office Supplies,Paper,Corporate,840.11,-167.55,6,0.05
CA-100609,2023-09-02,2023-09-05,South,Furniture,Furnishings,Consumer,807.04,-51.67,2,0.29
CA-100610,2023-09-03,2023-09-07,Central,Office Supplies,Pens,Consumer,824.75,-75.1,5,0.16
CA-100611,2023-09-04,2023-09-07,East,Furniture,Bookcases,Home Office,933.38,122.2,6,0.02
CA-100612,2023-09-05,2023-09-07,West,Furniture,Furnishings,Home Office,548.81,64.13,5,0.19
CA-100613,2023-09-06,2023-09-10,Central,Furniture,Bookcases,Home Office,208.28,20.15,2,0.08
CA-100614,2023-09-07,2023-09-11,East,Office Supplies,Binders,Corporate,620.62,-119.08,7,0.24
CA-100615,2023-09-08,2023-09-10,Central,Furniture,Tables,Consumer,745.45,122.54,4,0.25
CA-100616,2023-09-09,2023-09-13,West,Office Supplies,Paper,Home Office,740.54,-28.31,8,0.29
CA-100617,2023-09-10,2023-09-14,East,Technology,Accessories,Corporate,526.23,69.74,7,0.15
CA-100618,2023-09-11,2023-09-14,West,Technology,Phones,Corporate,77.77,6.09,7,0.14
CA-100619,2023-09-12,2023-09-16,West,Furniture,Chairs,Corporate,377.4,-10.81,9,0.23
CA-100620,2023-09-13,2023-09-15,East,Office Supplies,Binders,Home Office,921.56,-122.3,1,0.04
CA-100621,2023-09-14,2023-09-17,East,Technology,Machines,Home Office,588.6,-89.93,6,0.16
CA-100622,2023-09-15,2023-09-18,East,Office Supplies,Binders,Consumer,542.95,117.15,6,0.16
CA-100623,2023-09-16,2023-09-18,South,Office Supplies,Pens,Consumer,276.16,71.58,6,0.03
CA-100624,2023-09-17,2023-09-19,East,Furniture,Furnishings,Home Office,374.76,46.81,6,0.13
CA-100625,2023-09-18,2023-09-21,East,Technology,Machines,Corporate,896.39,-132.92,7,0.26
CA-100626,2023-09-19,2023-09-23,East,Furniture,Furnishings,Corporate,669.8,0.68,6,0.26
CA-100627,2023-09-20,2023-09-23,East,Furniture,Chairs,Corporate,789.51,129.85,1,0.03
CA-100628,2023-09-21,2023-09-23,Central,Technology,Machines,Consumer,459.8,87.32,3,0.03
CA-100629,2023-09-22,2023-09-25,South,Technology,Phones,Corporate,633.94,-89.32,2,0.08
CA-100630,2023-09-23,2023-09-25,West,Office Supplies,Binders,Consumer,255.9,-51.18,6,0.26
CA-100631,2023-09-24,2023-09-27,East,Technology,Machines,Consumer,708.41,110.56,8,0.04
CA-100632,2023-09-25,2023-09-29,Central,Office Supplies,Paper,Corporate,433.33,-9.4,3,0.22
CA-100633,2023-09-26,2023-09-29,Central,Office Supplies,Paper,Corporate,448.12,-32.6,8,0.03
CA-100634,2023-09-27,2023-09-30,Central,Office Supplies,Envelopes,Home Office,652.83,-126.36,8,0.19
CA-100635,2023-09-28,2023-09-30,West,Technology,Accessories,Home Office,936.92,65.72,5,0.11
CA-100636,2023-09-29,2023-10-01,East,Furniture,Bookcases,Corporate,73.37,16.55,8,0.24
CA-100637,2023-09-30,2023-10-02,South,Office Supplies,Pens,Consumer,826.5,230.44,6,0.07
CA-100638,2023-10-01,2023-10-04,South,Furniture,Chairs,Consumer,299.46,24.82,5,0.19
CA-100639,2023-10-02,2023-10-06,Central,Furniture,Tables,Consumer,449.48,25.72,9,0.07
CA-100640,2023-10-03,2023-10-05,West,Technology,Copiers,Consumer,31.69,-4.99,7,0.21
CA-100641,2023-10-04,2023-10-06,West,Furniture,Furnishings,Consumer,308.04,22.93,8,0.26
CA-100642,2023-10-05,2023-10-08,West,Furniture,Tables,Home Office,507.6,-5.08,1,0.04
CA-100643,2023-10-06,2023-10-08,South,Technology,Copiers,Corporate,65.61,6.8,2,0.26
CA-100644,2023-10-07,2023-10-11,Central,Office Supplies,Pens,Home Office,496.18,-2.8,8,0.18
CA-100645,2023-10-08,2023-10-12,East,Furniture,Furnishings,Consumer,927.84,-74.09,9,0.04
CA-100646,2023-10-09,2023-10-11,South,Technology,Phones,Consumer,114.34,-17.44,4,0.13
CA-100647,2023-10-10,2023-10-12,Central,Furniture,Furnishings,Consumer,766.8,-32.62,9,0.05
CA-100648,2023-10-11,2023-10-14,Central,Furniture,Chairs,Consumer,415.57,-63.03,4,0.21
CA-100649,2023-10-12,2023-10-16,East,Office Supplies,Pens,Corporate,658.62,-73.47,9,0.23
CA-100650,2023-10-13,2023-10-17,East,Furniture,Chairs,Consumer,267.63,78.59,7,0.03
CA-100651,2023-10-14,2023-10-16,East,Technology,Copiers,Corporate,167.9,3.7,2,0.15
CA-100652,2023-10-15,2023-10-18,West,Furniture,Bookcases,Consumer,168.86,11.13,9,0.24
CA-100653,2023-10-16,2023-10-20,East,Office Supplies,Paper,Corporate,79.79,18.9,4,0.28
CA-100654,2023-10-17,2023-10-21,Central,Office Supplies,Binders,Home Office,193.79,57.71,8,0.15
CA-100655,2023-10-18,2023-10-21,East,Technology,Phones,Consumer,667.58,60.99,7,0.29
CA-100656,2023-10-19,2023-10-22,Central,Office Supplies,Binders,Corporate,882.87,182.08,7,0.16
CA-100657,2023-10-20,2023-10-24,South,Furniture,Furnishings,Home Office,815.98,-29.81,8,0.12
CA-100658,2023-10-21,2023-10-25,West,Office Supplies,Paper,Consumer,688.28,-32.44,1,0.25
CA-100659,2023-10-22,2023-10-25,South,Technology,Accessories,Consumer,119.33,0.16,5,0.15
CA-100660,2023-10-23,2023-10-27,South,Office Supplies,Paper,Consumer,296.3,40.37,2,0.14
CA-100661,2023-10-24,2023-10-26,Central,Office Supplies,Envelopes,Corporate,316.71,44.69,2,0.15
CA-100662,2023-10-25,2023-10-27,South,Office Supplies,Binders,Corporate,257.46,-10.91,1,0.25
CA-100663,2023-10-26,2023-10-29,Central,Technology,Phones,Home Office,519.86,-69.35,5,0.25
CA-100664,2023-10-27,2023-10-30,East,Office Supplies,Binders,Corporate,540.2,62.77,2,0.12
CA-100665,2023-10-28,2023-10-31,East,Office Supplies,Paper,Corporate,363.32,-49.35,4,0.1
CA-100666,2023-10-29,2023-10-31,Central,Furniture,Tables,Consumer,360.25,32.15,3,0.15
CA-100667,2023-10-30,2023-11-03,East,Technology,Copiers,Consumer,830.27,121.81,3,0.17
CA-100668,2023-10-31,2023-11-02,West,Office Supplies,Envelopes,Consumer,791.4,118.95,2,0.07
CA-100669,2023-11-01,2023-11-05,South,Technology,Machines,Consumer,314.72,55.62,6,0.24
CA-100670,2023-11-02,2023-11-04,West,Office Supplies,Paper,Consumer,914.65,216.25,2,0.15
CA-100671,2023-11-03,2023-11-07,South,Office Supplies,Pens,Consumer,953.29,47.64,8,0.1
CA-100672,2023-11-04,2023-11-06,East,Office Supplies,Binders,Consumer,333.48,55.07,8,0.03
CA-100673,2023-11-05,2023-11-08,West,Furniture,Tables,Home Office,360.88,39.55,5,0.07
CA-100674,2023-11-06,2023-11-08,East,Furniture,Furnishings,Home Office,510.58,-54.47,7,0.28
CA-100675,2023-11-07,2023-11-11,South,Furniture,Furnishings,Home Office,941.71,-176.25,4,0.09
CA-100676,2023-11-08,2023-11-10,Central,Technology,Machines,Home Office,877.56,-50.66,1,0.05
CA-100677,2023-11-09,2023-11-11,Central,Technology,Phones,Consumer,111.54,2.4,2,0.14
CA-100678,2023-11-10,2023-11-12,West,Furniture,Furnishings,Home Office,398.8,43.29,4,0.09
CA-100679,2023-11-11,2023-11-14,East,Technology,Phones,Consumer,557.84,125.5,1,0.01
CA-100680,2023-11-12,2023-11-14,East,Office Supplies,Binders,Home Office,508.1,-51.76,8,0.1
CA-100681,2023-11-13,2023-11-16,West,Office Supplies,Binders,Corporate,201.92,-27.71,9,0.16
CA-100682,2023-11-14,2023-11-17,Central,Office Supplies,Paper,Home Office,860.23,242.36,4,0.17
CA-100683,2023-11-15,2023-11-17,South,Furniture,Chairs,Home Office,680.17,-99.29,3,0.11
CA-100684,2023-11-16,2023-11-18,West,Technology,Copiers,Consumer,839.53,32.95,2,0.13
CA-100685,2023-11-17,2023-11-19,South,Furniture,Furnishings,Home Office,860.18,79.81,5,0.29
CA-100686,2023-11-18,2023-11-22,Central,Technology,Accessories,Corporate,750.87,53.08,3,0.11
CA-100687,2023-11-19,2023-11-21,East,Office Supplies,Envelopes,Consumer,444.82,-69.83,7,0.08
CA-100688,2023-11-20,2023-11-23,Central,Furniture,Chairs,Consumer,614.44,-105.37,6,0.07
CA-100689,2023-11-21,2023-11-23,West,Technology,Accessories,Home Office,168.76,-24.85,1,0.14
CA-100690,2023-11-22,2023-11-26,East,Technology,Copiers,Consumer,676.91,62.81,8,0.23
CA-100691,2023-11-23,2023-11-25,West,Office Supplies,Binders,Consumer,187.46,13.53,2,0.06
CA-100692,2023-11-24,2023-11-28,West,Furniture,Furnishings,Consumer,697.01,-57.94,5,0.21
CA-100693,2023-11-25,2023-11-29,Central,Furniture,Bookcases,Consumer,237.3,28.21,9,0.01
CA-100694,2023-11-26,2023-11-28,West,Furniture,Chairs,Consumer,126.38,26.54,8,0.13
CA-100695,2023-11-27,2023-11-30,Central,Office Supplies,Pens,Consumer,173.63,-31.12,2,0.23
CA-100696,2023-11-28,2023-12-02,East,Furniture,Chairs,Corporate,11.97,0.59,9,0.1
CA-100697,2023-11-29,2023-12-01,Central,Office Supplies,Paper,Home Office,721.55,104.38,5,0.17
CA-100698,2023-11-30,2023-12-02,East,Office Supplies,Binders,Corporate,735.08,-54.28,6,0.06
CA-100699,2023-12-01,2023-12-04,Central,Office Supplies,Paper,Consumer,519.78,-23.97,3,0.22
CA-100700,2023-12-02,2023-12-06,South,Technology,Phones,Consumer,169.75,18.13,3,0.02
CA-100701,2023-12-03,2023-12-07,South,Furniture,Chairs,Home Office,92.72,23.08,8,0.26
CA-100702,2023-12-04,2023-12-06,West,Furniture,Furnishings,Corporate,28.94,5.93,2,0.06
CA-100703,2023-12-05,2023-12-07,Central,Office Supplies,Pens,Home Office,174.09,15.94,2,0.26
CA-100704,2023-12-06,2023-12-09,Central,Office Supplies,Pens,Corporate,891.95,147.27,5,0.11
CA-100705,2023-12-07,2023-12-10,East,Furniture,Bookcases,Consumer,249.12,-4.38,6,0.22
CA-100706,2023-12-08,2023-12-12,West,Office Supplies,Binders,Home Office,360.73,43.46,2,0.1
CA-100707,2023-12-09,2023-12-13,Central,Furniture,Chairs,Home Office,114.29,3.78,5,0.27
CA-100708,2023-12-10,2023-12-12,West,Technology,Phones,Consumer,230.14,-24.17,7,0.04
CA-100709,2023-12-11,2023-12-15,South,Office Supplies,Paper,Home Office,524.03,79.06,8,0.05
CA-100710,2023-12-12,2023-12-15,Central,Furniture,Tables,Corporate,611.68,47.85,7,0.15
CA-100711,2023-12-13,2023-12-16,Central,Office Supplies,Envelopes,Corporate,252.9,-5.23,8,0.02
CA-100712,2023-12-14,2023-12-16,West,Furniture,Chairs,Corporate,67.15,17.17,9,0.06
CA-100713,2023-12-15,2023-12-18,Central,Furniture,Bookcases,Corporate,397.12,-75.27,5,0.28
CA-100714,2023-12-16,2023-12-19,West,Office Supplies,Pens,Consumer,241.86,-10.19,5,0.29
CA-100715,2023-12-17,2023-12-20,Central,Technology,Machines,Home Office,227.36,-39.01,4,0.11
CA-100716,2023-12-18,2023-12-21,East,Furniture,Bookcases,Corporate,960.26,175.98,9,0.28
CA-100717,2023-12-19,2023-12-21,West,Furniture,Furnishings,Consumer,620.14,93.67,5,0.16
CA-100718,2023-12-20,2023-12-22,Central,Furniture,Chairs,Home Office,561.31,-19.27,2,0.08
CA-100719,2023-12-21,2023-12-25,South,Technology,Copiers,Home Office,421.62,58.11,8,0.21
CA-100720,2023-12-22,2023-12-25,Central,Technology,Phones,Consumer,434.65,-0.88,7,0.2
CA-100721,2023-12-23,2023-12-27,South,Office Supplies,Paper,Consumer,545.5,97.17,8,0.3
CA-100722,2023-12-24,2023-12-26,South,Technology,Copiers,Corporate,699.47,18.95,3,0.08
CA-100723,2023-12-25,2023-12-27,East,Office Supplies,Paper,Home Office,705.12,4.33,4,0.2
CA-100724,2023-12-26,2023-12-28,West,Office Supplies,Pens,Home Office,179.98,48.12,5,0.02
CA-100725,2023-12-27,2023-12-29,Central,Technology,Phones,Consumer,505.11,-37.66,6,0.03
CA-100726,2023-12-28,2023-12-30,East,Office Supplies,Envelopes,Home Office,417.84,-58.4,1,0.0
CA-100727,2023-12-29,2023-12-31,Central,Technology,Phones,Corporate,871.82,80.44,4,0.3
CA-100728,2023-12-30,2024-01-01,South,Office Supplies,Binders,Home Office,635.1,180.79,5,0.24
CA-100729,2023-12-31,2024-01-03,West,Technology,Phones,Consumer,537.18,-5.95,7,0.24
CA-100730,2024-01-01,2024-01-05,Central,Technology,Copiers,Consumer,124.24,-20.99,5,0.15
CA-100731,2024-01-02,2024-01-04,Central,Office Supplies,Envelopes,Corporate,609.58,-18.5,1,0.09
CA-100732,2024-01-03,2024-01-06,South,Furniture,Tables,Corporate,126.03,6.68,7,0.05
CA-100733,2024-01-04,2024-01-07,Central,Office Supplies,Binders,Home Office,343.83,-40.93,8,0.09
CA-100734,2024-01-05,2024-01-09,Central,Technology,Copiers,Home Office,151.41,19.54,7,0.11
CA-100735,2024-01-06,2024-01-08,South,Furniture,Tables,Consumer,695.15,207.76,4,0.23
CA-100736,2024-01-07,2024-01-11,East,Office Supplies,Binders,Corporate,214.19,5.54,8,0.16
CA-100737,2024-01-08,2024-01-10,South,Office Supplies,Paper,Corporate,397.94,-9.01,5,0.02
CA-100738,2024-01-09,2024-01-12,East,Office Supplies,Binders,Corporate,896.72,0.32,9,0.01
CA-100739,2024-01-10,2024-01-13,West,Furniture,Tables,Home Office,212.27,-30.23,5,0.03
CA-100740,2024-01-11,2024-01-14,East,Technology,Accessories,Corporate,512.73,123.89,1,0.12
CA-100741,2024-01-12,2024-01-15,East,Office Supplies,Envelopes,Consumer,425.08,3.15,9,0.28
CA-100742,2024-01-13,2024-01-17,West,Office Supplies,Envelopes,Consumer,27.94,-0.18,5,0.19
CA-100743,2024-01-14,2024-01-16,East,Office Supplies,Binders,Home Office,794.83,103.2,6,0.24
CA-100744,2024-01-15,2024-01-17,South,Office Supplies,Pens,Home Office,78.36,1.65,4,0.14
CA-100745,2024-01-16,2024-01-20,East,Office Supplies,Envelopes,Corporate,479.51,59.52,6,0.11
CA-100746,2024-01-17,2024-01-19,West,Technology,Accessories,Home Office,565.07,-95.65,8,0.03
CA-100747,2024-01-18,2024-01-21,South,Technology,Machines,Consumer,632.14,130.77,3,0.26
CA-100748,2024-01-19,2024-01-21,West,Office Supplies,Envelopes,Corporate,691.75,186.95,5,0.23
CA-100749,2024-01-20,2024-01-23,West,Furniture,Chairs,Consumer,260.74,32.43,2,0.05
CA-100750,2024-01-21,2024-01-25,Central,Technology,Machines,Corporate,19.88,5.51,2,0.15
CA-100751,2024-01-22,2024-01-24,Central,Furniture,Furnishings,Home Office,726.21,-90.26,7,0.15
CA-100752,2024-01-23,2024-01-27,West,Technology,Accessories,Corporate,540.3,20.91,6,0.19
CA-100753,2024-01-24,2024-01-26,West,Office Supplies,Envelopes,Corporate,837.76,84.53,4,0.28
CA-100754,2024-01-25,2024-01-28,West,Technology,Accessories,Consumer,823.17,74.8,5,0.17
CA-100755,2024-01-26,2024-01-30,Central,Office Supplies,Envelopes,Consumer,844.89,0.62,1,0.16
CA-100756,2024-01-27,2024-01-29,Central,Technology,Machines,Corporate,490.24,-15.18,7,0.02
CA-100757,2024-01-28,2024-01-31,East,Office Supplies,Pens,Home Office,340.29,-46.48,8,0.02
CA-100758,2024-01-29,2024-02-02,East,Office Supplies,Envelopes,Home Office,793.64,-3.28,9,0.06
CA-100759,2024-01-30,2024-02-03,West,Office Supplies,Paper,Consumer,456.78,-54.21,8,0.01
CA-100760,2024-01-31,2024-02-02,South,Office Supplies,Paper,Home Office,191.61,32.03,5,0.22
CA-100761,2024-02-01,2024-02-03,South,Furniture,Chairs,Consumer,856.42,-81.86,3,0.22
CA-100762,2024-02-02,2024-02-04,Central,Office Supplies,Binders,Home Office,883.73,-150.87,9,0.04
CA-100763,2024-02-03,2024-02-06,Central,Furniture,Bookcases,Corporate,471.65,35.93,6,0.25
CA-100764,2024-02-04,2024-02-06,Central,Furniture,Tables,Consumer,84.94,8.29,5,0.05
CA-100765,2024-02-05,2024-02-09,West,Office Supplies,Paper,Consumer,393.95,92.96,3,0.09
CA-100766,2024-02-06,2024-02-10,South,Furniture,Tables,Corporate,805.5,71.28,6,0.07
CA-100767,2024-02-07,2024-02-09,East,Technology,Copiers,Consumer,902.76,-24.61,3,0.11
CA-100768,2024-02-08,2024-02-10,West,Office Supplies,Paper,Home Office,211.44,42.61,6,0.08
CA-100769,2024-02-09,2024-02-13,East,Furniture,Chairs,Home Office,76.3,5.35,4,0.15
CA-100770,2024-02-10,2024-02-13,East,Office Supplies,Pens,Consumer,878.58,-140.89,2,0.12
CA-100771,2024-02-11,2024-02-13,West,Office Supplies,Binders,Home Office,395.51,32.8,8,0.3
CA-100772,2024-02-12,2024-02-14,East,Office Supplies,Binders,Consumer,546.34,138.78,4,0.02
CA-100773,2024-02-13,2024-02-17,South,Furniture,Bookcases,Corporate,968.39,-1.79,9,0.04
CA-100774,2024-02-14,2024-02-16,East,Technology,Machines,Consumer,75.9,-3.93,7,0.02
CA-100775,2024-02-15,2024-02-18,South,Technology,Machines,Corporate,651.83,-83.61,2,0.19
CA-100776,2024-02-16,2024-02-20,South,Furniture,Chairs,Home Office,83.36,-10.36,4,0.02
CA-100777,2024-02-17,2024-02-19,South,Office Supplies,Envelopes,Corporate,381.71,6.25,5,0.25
CA-100778,2024-02-18,2024-02-22,Central,Furniture,Tables,Home Office,805.78,78.84,3,0.15
CA-100779,2024-02-19,2024-02-21,East,Furniture,Bookcases,Consumer,439.14,-70.13,9,0.16
CA-100780,2024-02-20,2024-02-22,West,Furniture,Chairs,Home Office,997.21,269.03,5,0.17
CA-100781,2024-02-21,2024-02-23,West,Office Supplies,Paper,Consumer,563.47,100.05,2,0.05
CA-100782,2024-02-22,2024-02-25,East,Furniture,Furnishings,Consumer,327.95,30.6,3,0.06
CA-100783,2024-02-23,2024-02-26,Central,Office Supplies,Paper,Corporate,227.91,48.82,9,0.1
CA-100784,2024-02-24,2024-02-28,Central,Furniture,Furnishings,Corporate,357.02,-57.09,7,0.18
CA-100785,2024-02-25,2024-02-27,South,Technology,Phones,Corporate,378.81,14.55,2,0.06
CA-100786,2024-02-26,2024-02-28,East,Furniture,Tables,Corporate,78.03,8.98,9,0.03
CA-100787,2024-02-27,2024-03-01,East,Furniture,Bookcases,Home Office,375.88,80.56,4,0.29
CA-100788,2024-02-28,2024-03-01,West,Technology,Phones,Home Office,469.6,90.04,9,0.01
CA-100789,2024-02-29,2024-03-03,East,Office Supplies,Paper,Home Office,725.51,-44.59,2,0.24
CA-100790,2024-03-01,2024-03-03,Central,Office Supplies,Paper,Consumer,660.16,178.53,4,0.24
CA-100791,2024-03-02,2024-03-06,East,Furniture,Furnishings,Home Office,711.68,-98.09,5,0.09
CA-100792,2024-03-03,2024-03-05,West,Technology,Phones,Home Office,18.28,4.34,2,0.04
CA-100793,2024-03-04,2024-03-06,South,Office Supplies,Binders,Home Office,225.49,64.37,1,0.04
CA-100794,2024-03-05,2024-03-08,West,Furniture,Chairs,Corporate,665.07,-74.1,7,0.21
CA-100795,2024-03-06,2024-03-08,West,Technology,Phones,Home Office,489.15,78.77,1,0.19
CA-100796,2024-03-07,2024-03-09,South,Office Supplies,Envelopes,Consumer,15.26,-2.74,8,0.23
CA-100797,2024-03-08,2024-03-11,West,Office Supplies,Pens,Corporate,806.45,2.19,3,0.28
CA-100798,2024-03-09,2024-03-13,West,Technology,Phones,Consumer,775.08,45.06,6,0.21
CA-100799,2024-03-10,2024-03-14,East,Technology,Machines,Home Office,552.93,49.94,7,0.05
CA-100800,2024-03-11,2024-03-14,East,Technology,Copiers,Corporate,75.8,20.31,1,0.07
CA-100801,2024-03-12,2024-03-15,South,Technology,Copiers,Consumer,768.85,104.66,6,0.25
CA-100802,2024-03-13,2024-03-16,East,Furniture,Furnishings,Home Office,587.88,23.89,7,0.06
CA-100803,2024-03-14,2024-03-17,East,Technology,Phones,Consumer,784.14,160.62,6,0.02
CA-100804,2024-03-15,2024-03-18,West,Office Supplies,Pens,Consumer,754.23,207.61,4,0.21
